"os;subprocess;tempfile;traceback","1.01GB"
"os;subprocess;time;uuid","1.02GB"
"os;subprocess;uuid","1.02GB"
"os;sys","1.01GB"
"os;sys;tempfile","1.01GB"
"os;tempfile","1.01GB"
"os;time","1.01GB"
"os;torch;torchvision","6.26GB"
"osprey","1.03GB"
"pandas","1.18GB"
"pathlib","1.02GB"
"pathlib;random","1.02GB"
"pathlib;sys","1.02GB"
"pathlib;tarfile","1.02GB"
"pathlib;traceback","1.02GB"
"pickle;pyhf","1.25GB"
"PIL;cv2;logging;numpy;os;re;time;torch;torchvision","7.33GB"
"PIL;cv2;logging;numpy;os;re;torch;torchvision","7.33GB"
"PIL;glob;os","1.04GB"
"platform","1.01GB"
"platform;scipy","1.24GB"
"platform;time","1.01GB"
"proxystore","1.05GB"
"proxystore;time","1.05GB"
"psij","1.02GB"
"psij;time","1.02GB"
"psutil;pynvml;subprocess","1.02GB"
"pyhf","1.25GB"
"pyhf;time","1.25GB"
"quickstats","1.27GB"
"random","1.01GB"
"random;time","1.01GB"
"re;subprocess","1.01GB"
"scipy","1.24GB"
"setproctitle","1.02GB"
"setproctitle;time","1.02GB"
"shlex;subprocess;time","1.01GB"
"shutil","1.01GB"
"shutil;subprocess","1.01GB"
"sklearn","1.3GB"
"socket","1.01GB"
"socket;subprocess;time","1.01GB"
"socket;time","1.01GB"
"statsmodels","1.37GB"
"subprocess","1.01GB"
"subprocess;sys","1.01GB"
"subprocess;sys;uuid","1.02GB"
"subprocess;tempfile","1.01GB"
"subprocess;time;uuid","1.02GB"
"sys","1.01GB"
"tarfile","1.01GB"
"tempfile","1.01GB"
"tensorflow","3GB"
"time","1.01GB"
"time;torch","6.14GB"
"timeit","1.01GB"
"torch","6.14GB"
"torch;torchvision","6.26GB"
"traceback","1.01GB"
"webbrowser","1.01GB"
